3,E0107,NCAA_Summer,P358275,1,11.64234733581543,
3,E0107,NCAA_Summer,P402065,1,15.03067684173584,
3,E0107,NCAA_Summer,P484371,1,13.366621971130371,
3,E0107,NCAA_Summer,P768448,1,13.214470863342285,
3,E0107,NCAA_Summer,P744201,1,14.655231475830078,
3,E0107,NCAA_Summer,P393193,1,15.519481658935547,
3,E0107,NCAA_Summer,P198583,1,12.628292083740234,
3,E0107,NCAA_Summer,P306538,1,16.898027420043945,
3,E0107,NCAA_Summer,P722618,1,11.855981826782227,
3,E0107,NCAA_Summer,P744651,1,14.291956901550293,
3,E0107,NCAA_Summer,P772269,1,15.340752601623535,
3,E0107,NCAA_Summer,P673060,1,17.990957260131836,
3,E0107,NCAA_Summer,P315434,1,15.181218147277832,
3,E0107,NCAA_Summer,P831119,1,12.373278617858887,
3,E0107,NCAA_Summer,P595277,1,17.573997497558594,
3,E0107,NCAA_Summer,P713611,1,16.290969848632813,
3,E0107,NCAA_Summer,P313609,1,17.215866088867188,
3,E0107,NCAA_Summer,P251935,1,13.116324424743652,
3,E0107,NCAA_Summer,P844138,1,17.680366516113281,
3,E0107,NCAA_Summer,P544348,1,14.389180183410645,
3,E0107,NCAA_Summer,P643181,1,17.122455596923828,
3,E0107,NCAA_Summer,P801697,1,12.065445899963379,
3,E0107,NCAA_Summer,P282743,1,13.524524688720703,
3,E0107,NCAA_Summer,P497862,1,17.831029891967773,
3,E0107,NCAA_Summer,P503806,1,18.368776321411133,
3,E0107,NCAA_Summer,P354503,1,14.036981582641602,
3,E0107,NCAA_Summer,P126504,1,13.681466102600098,
3,E0107,NCAA_Summer,P171587,1,11.706174850463867,
3,E0107,NCAA_Summer,P102099,1,12.779389381408691,
3,E0107,NCAA_Summer,P676479,1,16.483480453491211,
3,E0107,NCAA_Summer,P717486,1,15.942976951599121,
3,E0107,NCAA_Summer,P132685,1,11.8682861328125,
3,E0107,NCAA_Summer,P834447,1,16.295099258422852,
3,E0107,NCAA_Summer,P493853,1,12.975273132324219,
3,E0107,NCAA_Summer,P214547,1,14.498505592346191,
3,E0107,NCAA_Summer,P518763,1,12.128787040710449,
3,E0107,NCAA_Summer,P266751,1,12.218378067016602,
3,E0107,NCAA_Summer,P163990,1,14.849952697753906,
3,E0107,NCAA_Summer,P562400,1,15.633159637451172,
4,E0107,NCAA_Summer,P363719,1,18.287786483764648,
4,E0107,NCAA_Summer,P478858,1,17.461210250854492,
4,E0107,NCAA_Summer,P853409,1,12.524898529052734,
4,E0107,NCAA_Summer,P298187,1,12.741249084472656,
4,E0107,NCAA_Summer,P674970,1,13.95993709564209,
4,E0107,NCAA_Summer,P307392,1,16.611001968383789,
4,E0107,NCAA_Summer,P178934,1,16.134223937988281,
4,E0107,NCAA_Summer,P814834,1,17.013284683227539,
4,E0107,NCAA_Summer,P414627,1,11.960016250610352,
4,E0107,NCAA_Summer,P334035,1,14.188241004943848,
4,E0107,NCAA_Summer,P343775,1,16.85955810546875,
4,E0107,NCAA_Summer,P774555,1,13.530543327331543,
4,E0107,NCAA_Summer,P813991,1,16.782224655151367,
4,E0107,NCAA_Summer,P446185,1,17.337820053100586,
4,E0107,NCAA_Summer,P362851,1,16.822893142700195,
4,E0107,NCAA_Summer,P720454,1,16.556632995605469,
4,E0107,NCAA_Summer,P194002,1,15.701837539672852,
4,E0107,NCAA_Summer,P420213,1,11.943607330322266,
4,E0107,NCAA_Summer,P837450,1,13.023800849914551,
4,E0107,NCAA_Summer,P868463,1,16.389076232910156,
4,E0107,NCAA_Summer,P209774,1,15.316611289978027,
4,E0107,NCAA_Summer,P948241,1,18.185878753662109,
4,E0107,NCAA_Summer,P132246,1,16.534429550170898,
4,E0107,NCAA_Summer,P581736,1,13.185812950134277,
4,E0107,NCAA_Summer,P139417,1,13.462400436401367,
4,E0107,NCAA_Summer,P855086,1,13.801383018493652,
4,E0107,NCAA_Summer,P994822,1,16.943000793457031,
4,E0107,NCAA_Summer,P482516,1,15.017499923706055,
4,E0107,NCAA_Summer,P350887,1,13.839939117431641,
4,E0107,NCAA_Summer,P123639,1,16.509933471679688,
4,E0107,NCAA_Summer,P373735,1,17.306230545043945,
4,E0107,NCAA_Summer,P216672,1,15.891488075256348,
4,E0107,NCAA_Summer,P424921,1,13.898347854614258,
4,E0107,NCAA_Summer,P801129,1,16.551761627197266,
1,E0212,NCAA_Summer,P844138,1,16.508640289306641,
1,E0212,NCAA_Summer,P395940,1,17.197031021118164,
1,E0212,NCAA_Summer,P174047,1,11.557889938354492,
1,E0212,NCAA_Summer,P834447,1,13.316764831542969,
1,E0212,NCAA_Summer,P888246,1,15.331256866455078,
1,E0212,NCAA_Summer,P512304,1,12.417665481567383,
1,E0212,NCAA_Summer,P686988,1,12.223400115966797,
1,E0212,NCAA_Summer,P477094,1,14.903504371643066,
1,E0212,NCAA_Summer,P650269,1,13.554398536682129,
1,E0212,NCAA_Summer,P132685,1,13.818374633789063,
1,E0212,NCAA_Summer,P944182,1,13.178363800048828,
1,E0212,NCAA_Summer,P263779,1,14.822619438171387,
1,E0212,NCAA_Summer,P761841,1,12.784817695617676,
1,E0212,NCAA_Summer,P266751,1,16.220985412597656,
1,E0212,NCAA_Summer,P387891,1,12.835905075073242,
1,E0212,NCAA_Summer,P187734,1,14.266628265380859,
1,E0212,NCAA_Summer,P451746,1,14.175520896911621,
1,E0212,NCAA_Summer,P962214,1,14.353857040405273,
1,E0212,NCAA_Summer,P198583,1,13.05579948425293,
1,E0212,NCAA_Summer,P419077,1,16.859174728393555,
1,E0212,NCAA_Summer,P561028,1,14.803835868835449,
1,E0212,NCAA_Summer,P514806,1,15.454352378845215,
1,E0212,NCAA_Summer,P893682,1,15.450309753417969,
1,E0212,NCAA_Summer,P744651,1,15.155828475952148,
1,E0212,NCAA_Summer,P257391,1,15.059535026550293,
1,E0212,NCAA_Summer,P892923,1,15.615059852600098,
1,E0212,NCAA_Summer,P240255,1,14.618959426879883,
1,E0212,NCAA_Summer,P250591,1,16.436206817626953,
1,E0212,NCAA_Summer,P801697,1,15.803647041320801,
1,E0212,NCAA_Summer,P768448,1,16.073932647705078,
1,E0212,NCAA_Summer,P759847,1,16.589580535888672,
1,E0212,NCAA_Summer,P643181,1,13.13958740234375,
1,E0212,NCAA_Summer,P251935,1,16.347652435302734,
1,E0212,NCAA_Summer,P831119,1,12.470765113830566,
1,E0212,NCAA_Summer,P171587,1,12.942990303039551,
1,E0212,NCAA_Summer,P358275,1,14.499541282653809,
1,E0212,NCAA_Summer,P497862,1,13.730548858642578,
1,E0212,NCAA_Summer,P870590,1,13.905442237854004,
1,E0212,NCAA_Summer,P544348,1,13.360986709594727,
1,E0212,NCAA_Summer,P214547,1,16.430793762207031,
1,E0212,NCAA_Summer,P503806,1,16.782707214355469,
1,E0212,NCAA_Summer,P308956,1,15.250205039978027,
1,E0212,NCAA_Summer,P648329,1,12.638904571533203,
1,E0212,NCAA_Summer,P713611,1,15.912510871887207,
1,E0212,NCAA_Summer,P975231,1,14.094821929931641,
1,E0212,NCAA_Summer,P697891,1,16.617210388183594,
1,E0212,NCAA_Summer,P717486,1,12.376934051513672,
1,E0212,NCAA_Summer,P518763,1,13.698780059814453,
1,E0212,NCAA_Summer,P776309,1,13.705768585205078,
2,E0212,NCAA_Summer,P643181,1,15.337035179138184,
2,E0212,NCAA_Summer,P198583,1,11.84730052947998,
2,E0212,NCAA_Summer,P163990,1,11.217755317687988,
2,E0212,NCAA_Summer,P263779,1,14.597588539123535,
2,E0212,NCAA_Summer,P126715,1,11.739865303039551,
2,E0212,NCAA_Summer,P306538,1,10.274613380432129,
2,E0212,NCAA_Summer,P500771,1,13.396026611328125,
2,E0212,NCAA_Summer,P862621,1,14.494617462158203,
2,E0212,NCAA_Summer,P962214,1,10.316109657287598,
2,E0212,NCAA_Summer,P493853,1,12.425166130065918,
2,E0212,NCAA_Summer,P951470,1,11.64423942565918,
2,E0212,NCAA_Summer,P944182,1,12.501125335693359,
2,E0212,NCAA_Summer,P393193,1,13.162084579467773,
2,E0212,NCAA_Summer,P259364,1,9.6578397750854492,
2,E0212,NCAA_Summer,P240255,1,9.8765249252319336,
2,E0212,NCAA_Summer,P102099,1,12.624018669128418,
2,E0212,NCAA_Summer,P314927,1,11.426980018615723,
2,E0212,NCAA_Summer,P831119,1,12.06361198425293,
2,E0212,NCAA_Summer,P870590,1,14.043028831481934,
2,E0212,NCAA_Summer,P187734,1,10.064884185791016,
2,E0212,NCAA_Summer,P313609,1,10.360692024230957,
2,E0212,NCAA_Summer,P214547,1,10.745699882507324,
2,E0212,NCAA_Summer,P697891,1,14.791372299194336,
2,E0212,NCAA_Summer,P354503,1,14.842808723449707,
2,E0212,NCAA_Summer,P596208,1,11.396100044250488,
2,E0212,NCAA_Summer,P250591,1,14.987603187561035,
2,E0212,NCAA_Summer,P761841,1,14.064702033996582,
2,E0212,NCAA_Summer,P251935,1,13.894433975219727,
2,E0212,NCAA_Summer,P722188,1,13.789285659790039,
2,E0212,NCAA_Summer,P408363,1,15.420633316040039,
2,E0212,NCAA_Summer,P996063,1,13.214434623718262,
2,E0212,NCAA_Summer,P545233,1,12.736752510070801,
2,E0212,NCAA_Summer,P263690,1,12.225344657897949,
2,E0212,NCAA_Summer,P673060,1,9.9201288223266602,
2,E0212,NCAA_Summer,P239302,1,11.865221977233887,
2,E0212,NCAA_Summer,P305399,1,14.930872917175293,
2,E0212,NCAA_Summer,P783509,1,15.18051815032959,
2,E0212,NCAA_Summer,P552426,1,10.176244735717773,
2,E0212,NCAA_Summer,P385867,1,10.427611351013184,
2,E0212,NCAA_Summer,P893682,1,15.255715370178223,
2,E0212,NCAA_Summer,P710107,1,10.567201614379883,
3,E0212,NCAA_Summer,P216672,1,12.934547424316406,
3,E0212,NCAA_Summer,P246719,1,13.132121086120605,
3,E0212,NCAA_Summer,P420213,1,13.198870658874512,
3,E0212,NCAA_Summer,P813991,1,11.554821014404297,
3,E0212,NCAA_Summer,P411523,1,14.073219299316406,
3,E0212,NCAA_Summer,P362851,1,11.059380531311035,
3,E0212,NCAA_Summer,P281029,1,10.358139038085937,
3,E0212,NCAA_Summer,P720454,1,10.911731719970703,
3,E0212,NCAA_Summer,P194002,1,11.867471694946289,
3,E0212,NCAA_Summer,P478858,1,12.872771263122559,
3,E0212,NCAA_Summer,P472703,1,9.6988554000854492,
3,E0212,NCAA_Summer,P581736,1,10.140361785888672,
3,E0212,NCAA_Summer,P334035,1,14.542206764221191,
3,E0212,NCAA_Summer,P877604,1,11.078015327453613,
3,E0212,NCAA_Summer,P946656,1,11.665067672729492,
3,E0212,NCAA_Summer,P925991,1,12.819199562072754,
3,E0212,NCAA_Summer,P944240,1,9.751429557800293,
3,E0212,NCAA_Summer,P544338,1,14.796760559082031,
3,E0212,NCAA_Summer,P919641,1,10.231741905212402,
3,E0212,NCAA_Summer,P375195,1,14.41267204284668,
3,E0212,NCAA_Summer,P691951,1,13.511387825012207,
3,E0212,NCAA_Summer,P837450,1,14.262716293334961,
3,E0212,NCAA_Summer,P993334,1,14.504535675048828,
3,E0212,NCAA_Summer,P782093,1,13.063199996948242,
3,E0212,NCAA_Summer,P998753,1,15.936720848083496,
3,E0212,NCAA_Summer,P307392,1,13.125897407531738,
3,E0212,NCAA_Summer,P333827,1,11.778960227966309,
3,E0212,NCAA_Summer,P109919,1,16.100246429443359,
3,E0212,NCAA_Summer,P614836,1,12.561801910400391,
3,E0212,NCAA_Summer,P627706,1,14.835577964782715,
3,E0212,NCAA_Summer,P855086,1,13.837529182434082,
3,E0212,NCAA_Summer,P891266,1,13.938845634460449,
3,E0212,NCAA_Summer,P716897,1,16.327505111694336,
3,E0212,NCAA_Summer,P363719,1,13.657196044921875,
3,E0212,NCAA_Summer,P158289,1,16.196800231933594,
3,E0212,NCAA_Summer,P132246,1,12.353645324707031,
3,E0212,NCAA_Summer,P852515,1,12.444563865661621,
3,E0212,NCAA_Summer,P529632,1,12.761239051818848,
3,E0212,NCAA_Summer,P608878,1,15.555716514587402,
3,E0212,NCAA_Summer,P667298,1,11.848626136779785,
3,E0212,NCAA_Summer,P712128,1,15.769922256469727,
1,E0307,SouthConfed,P246719,1,17.352083206176758,
1,E0307,SouthConfed,P686315,2,16.677566528320313,
1,E0307,SouthConfed,P581736,3,15.97684383392334,
1,E0307,SouthConfed,P472703,4,14.800815582275391,
1,E0307,SouthConfed,P320247,1,11.847587585449219,
1,E0307,SouthConfed,P375195,2,16.120685577392578,
1,E0307,SouthConfed,P350087,3,16.542806625366211,
1,E0307,SouthConfed,P667298,4,12.392210960388184,
1,E0307,SouthConfed,P946656,1,12.162359237670898,
1,E0307,SouthConfed,P363719,2,13.164467811584473,
1,E0307,SouthConfed,P326379,3,14.580010414123535,
1,E0307,SouthConfed,P774555,4,16.143255233764648,
1,E0307,SouthConfed,P411523,1,13.38451099395752,
1,E0307,SouthConfed,P782093,2,12.62364387512207,
1,E0307,SouthConfed,P414627,3,11.800078392028809,
1,E0307,SouthConfed,P551881,4,12.985803604125977,
1,E0307,SouthConfed,P608878,1,15.185111999511719,
1,E0307,SouthConfed,P944240,2,13.642284393310547,
1,E0307,SouthConfed,P482516,3,13.198789596557617,
1,E0307,SouthConfed,P925991,4,14.84666633605957,
1,E0407,Rice Invitational,P713611,1,10.558146476745605,
1,E0407,Rice Invitational,P385867,1,11.15725040435791,
1,E0407,Rice Invitational,P497862,1,11.593084335327148,
1,E0407,Rice Invitational,P174047,1,12.11235237121582,
1,E0407,Rice Invitational,P514806,1,15.23738956451416,
1,E0407,Rice Invitational,P892923,1,12.922445297241211,
1,E0407,Rice Invitational,P710107,1,12.556859970092773,
1,E0407,Rice Invitational,P722188,1,12.449432373046875,
1,E0407,Rice Invitational,P759847,1,10.680463790893555,
1,E0407,Rice Invitational,P263779,1,14.396072387695312,
1,E0407,Rice Invitational,P779068,1,10.943923950195313,
1,E0407,Rice Invitational,P493853,1,14.987076759338379,
1,E0407,Rice Invitational,P686988,1,13.438153266906738,
1,E0407,Rice Invitational,P358275,1,11.772272109985352,
1,E0407,Rice Invitational,P408363,1,9.9487028121948242,
1,E0407,Rice Invitational,P595277,1,12.508800506591797,
1,E0407,Rice Invitational,P896372,1,10.267043113708496,
1,E0407,Rice Invitational,P451746,1,13.730240821838379,
1,E0407,Rice Invitational,P862621,1,11.95799732208252,
1,E0407,Rice Invitational,P772269,1,16.691366195678711,
1,E0407,Rice Invitational,P214547,1,10.384929656982422,
1,E0407,Rice Invitational,P514607,1,13.960038185119629,
